title,text,label
"146.39200,1,25,16777215,1620921942,0,556667a0,49167606513401863",凤凰传奇yyds,0
"191.97900,1,25,16777215,1620921939,0,632844ae,49167605059551237",好听,0
"187.57900,1,25,16777215,1620921930,0,632844ae,49167600390766597",词曲好棒,0
"187.69900,1,25,16777215,1620921891,0,9dff438f,49167580031090693",凤凰传奇yyds！,0
"17.01200,1,25,16777215,1620921804,0,4eb69115,49167534641381379",698人正在看~~~,0
"71.70100,1,25,16777215,1620921632,0,f7caafcb,49167443990413317",大鱼！,0
"138.70200,1,25,16777215,1620921577,0,3fe83c4c,49167415296655363",曾毅太帅了,0
"19.80000,1,25,16777215,1620921447,0,d7d8be13,49167347344211973",每天一遍！,0
"215.00000,1,25,16777215,1620921370,0,a45e2ea5,49167306909548549",来得及！东林等我,0
"29.36600,1,25,16777215,1620921340,0,f9bc478,49167291071856647",上岸，加油,0
"201.55900,4,25,15772458,1620921173,0,cb9475f,49167203312861191",来得及来得及 我要好好学习,0
"194.93900,4,25,15772458,1620921150,0,cb9475f,49167191515856903",来得及来得及 我要好好学习！,0
"215.15700,1,25,16777215,1620920965,0,e4b4ef05,49167094327541763",考研上岸,0
"238.12400,1,25,16777215,1620920940,0,151c856b,49167081279062019",上岸！,0
"224.18400,1,25,16777215,1620920937,0,f97fdc87,49167079872397315",明天是个好天气！！！,0
"169.96000,1,25,16777215,1620920920,0,e4b4ef05,49167070650171397",会计上岸,0
"236.49900,1,25,16777215,1620920842,0,d23784e6,49167030085484551",活着看四季,0
"23.23900,1,25,15138834,1620920834,0,3a33c4fa,49167025618550789",来得及的一定来得及的,0
"182.01500,1,25,16777215,1620920786,0,73df9c58,49167000639897607",zl我永远爱你,0
"195.69900,1,25,16777215,1620920780,0,d23784e6,49166997488402435",人间值得,0
"241.52900,1,25,16777215,1620920741,0,f40a7db2,49166977142882309",明天是个好天气！今天你已经很棒了！,0
"45.21200,1,25,16777215,1620920726,0,aa8b66b5,49166969293766659",1200万播放？牛啊,0
"205.78100,1,25,16777215,1620920713,0,5ee61bd0,49166962479595525",网易云我买了,0
"207.80500,1,25,16777215,1620920684,0,57bd066,49166947257942021",好听啊,0
"198.81300,1,25,16777215,1620920626,0,5cb34052,49166916614881285",全体起立！,0
"14.33500,1,25,16777215,1620920554,0,ac71feee,49166879116230661",来了,0
"193.79900,1,25,16777215,1620920541,0,73df9c58,49166871965990917",等我娶了她我再回来看,0
"150.81100,1,25,15138834,1620920540,0,3a33c4fa,49166871950262279",你永远可以相信凤凰传奇,0
"90.83800,1,25,16777215,1620920456,0,5a390c83,49166827467571207",原唱:海底 凤凰翻唱:海底捞,0
"96.13900,1,25,16777215,1620920381,0,3d0b8db0,49166788074668037",好听,0
"104.70000,1,25,16777215,1620920368,0,59f50b14,49166781333372933",梵音救赎的感觉,0
"233.13700,1,25,16777215,1620920302,0,abeac45a,49166746739802115",我要努力努力更努力,0
"108.46800,1,25,16777215,1620920208,0,20a81601,49166697846800391",大鱼bgmyyds,0
"87.18500,1,25,16777215,1620920187,0,20a81601,49166686721933317",佛光普照,0
"158.93400,1,25,16777215,1620920073,0,a62f3be6,49166626803154949",希望能上川警,0
"32.68900,1,18,16777215,1620920066,0,5647b097,49166623250055175",我想考上北京师范大学去见他！,0
"220.26500,1,25,16777215,1620919982,0,403138c7,49166578970263555",我知道活成自己想要的样子，不容易，但是尽力朝那个方向去努力吧,0
"17.61600,1,25,16777215,1620919723,0,c10108fa,49166443340103685",我可以,0
"164.17900,1,25,16777215,1620919521,0,abec6006,49166337626341381",公务员面试上岸,0
"19.98800,1,25,16777215,1620919321,0,4924ae8,49166232479858693",第一次来,0
"24.30600,1,25,16777215,1620919294,0,5ab7c1c1,49166218177282055",一遍真的够么,0
"13.98300,1,25,16777215,1620919283,0,5ab7c1c1,49166212758765573",太棒了,0
"21.42300,1,25,16777215,1620919144,0,ecc5965d,49166139926249475",单曲再循环,0
"42.48900,5,25,13369971,1620919023,0,4746d7f3,49166076152905731",第100遍,0
"218.18400,4,25,16707842,1620919009,0,5164d2e2,49166068795572229",“明天是个好天气”,0
"101.90500,1,25,16777215,1620918984,0,3221e1a0,49166056013430787",yyds,0
"241.16600,5,25,13369971,1620918975,0,4746d7f3,49166051247128579",上岸,0
"15.59800,1,25,16777215,1620918973,0,6f1be974,49166050020294663",助力1200w,0
"223.84400,5,25,13369971,1620918958,0,4746d7f3,49166042165411843",明天是个好天气,0
"19.17100,1,25,16777215,1620918802,0,641bd842,49165960619753475",每天亿遍,0
"51.57500,1,25,16777215,1620918715,0,ea7298b0,49165914650705923",专升本希望有好成绩,0
"213.42600,1,25,16777215,1620918330,0,ecc5965d,49165712949248003",单曲再循环,0
"12.37900,1,25,16777215,1620918295,0,4a5145a5,49165694499028997",我又来了,0
"7.86000,1,25,16777215,1620918062,0,10c642af,49165572342022147",永远滴神,0
"42.59900,1,25,16777215,1620918026,0,1e66ab12,49165553673175047",过六级,0
"176.58500,1,25,16777215,1620917973,0,a33debf8,49165525625864197",起鸡皮疙瘩了,0
"229.61500,1,25,16777215,1620917890,0,682a4181,49165482347462663",来得及，专升本一定上岸,0
"52.25600,1,25,16777215,1620917844,0,5e4e3cc0,49165458400083975",蒙古海军,0
"53.52500,1,25,16777215,1620917797,0,a32aa8e,49165433642156035",1200打卡,0
"234.04800,1,25,16777215,1620917793,0,bc89d617,49165431655628805",我看到佛光在他们背后,0
"33.23600,1,25,16777215,1620917786,0,3d6c7d75,49165427963068419",太有味道了,0
"223.73300,1,25,16777215,1620917778,0,4f24f504,49165423329935363",上岸,0
"177.03000,1,25,16777215,1620917736,0,bc89d617,49165401762299909",阿弥陀佛,0
"235.26300,1,25,16777215,1620917736,0,4f24f504,49165401544720391",连夜补凤凰,0
"28.87000,1,25,16777215,1620917729,0,1547d26c,49165398066593795",加油，每一个你们，善良坚韧锋芒不惧，冲,0
"84.84900,1,25,16777215,1620917710,0,ecc5965d,49165388090441733",单曲继续循环,0
"56.09600,1,25,15138834,1620917651,0,4af97655,49165357070417925",爱了爱了,0
"112.19700,1,25,16777215,1620917502,0,42e98c7a,49165278723440647",一定要录取啊上体！！,0
"69.86000,1,25,16777215,1620917450,0,2884ba77,49165251728375813",没听过凤凰传奇的歌但是一定会唱他们的歌,0
"43.87500,1,25,16777215,1620917424,0,2884ba77,49165238103179333",凤凰传奇曾经也是称霸华语乐坛的,0
"220.21800,1,25,16777215,1620917408,0,cf5bcfa7,49165229882343431",鸡皮疙瘩起来了,0
"39.78000,1,25,16777215,1620917349,0,758495f0,49165198676197381",好听好听！,0
"196.49200,1,25,16777215,1620917022,0,fde2b510,49165027089317895",它来了它来了它来了,0
"236.63800,1,25,16777215,1620916993,0,eaf50f9,49165012182237187",曾毅好帅,0
"199.60100,1,25,16777215,1620916928,0,5c842395,49164978056855557",为了明天的太阳，请一定把今天撑过去,0
"150.16000,1,25,16777215,1620916877,0,865506e3,49164950934913027",加油啊好好生活,0
"3.49000,1,25,16777215,1620916875,0,29af648,49164950083469319",上岸,0
"203.49800,1,25,16777215,1620916864,0,5c842395,49164944207773763",你要相信光会永远坚定不移的选择你,0
"39.36100,1,25,16777215,1620916763,0,e9f07abe,49164891370553347",66666,0
"227.55700,1,25,16777215,1620916633,0,5c842395,49164823550754823",啥也不说了，凤凰传奇yyds,0
"12.10000,1,25,16777215,1620916550,0,f1e22ebe,49164779624333315",再来亿v遍,0
"9.70000,1,25,16777215,1620916540,0,f1e22ebe,49164774624722951",再来y,0
"32.95000,1,25,16777215,1620916416,0,c98db698,49164709582077959",上春晚,0
"204.82100,1,25,16777215,1620916368,0,42e98c7a,49164684353339399",阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿绝了！,0
"34.85300,1,25,16777215,1620916317,0,c511e003,49164657427480583",超级好听，1101个人一起听,0
"148.29700,1,25,16777215,1620916249,0,5c17b64c,49164621907492869",加油，身体健康、工作稳定、家人平安,0
"137.25100,1,25,16777215,1620916194,0,3ed016cd,49164592975708167",感觉更爱老段了,0
"73.47200,1,25,16777215,1620916181,0,5d7fdfc2,49164586394845189",1198.1w打卡,0
"227.37000,1,25,16777215,1620916082,0,c10602d5,49164534175760391",来的及，我能上岸，我不会淹死,0
"68.15600,1,25,16765698,1620915930,0,65cb31d9,49164454474547203",歌词真的太温暖了,0
"200.59500,1,25,16777215,1620915716,0,6933da1a,49164342603546629",绝了！！！！！！！,0
"73.50800,1,25,16777215,1620915406,0,f7b57b34,49164179868745731",打卡1197,0
"244.43500,1,25,16777215,1620915301,0,e62a1f95,49164125009870851",上岸,0
"222.60700,1,25,16777215,1620915137,0,70c29c9b,49164039110524931",22上岸！！,0
"93.66300,1,25,16777215,1620915104,0,cad41906,49164021465088003",为什么有种草原边上是海边的既视感,0
"197.16200,1,25,16777215,1620915071,0,d7f83669,49164004423630853",起立！！！,0
"16.79500,1,25,16777215,1620914891,0,d7f83669,49163909854134277",不知道这个版本能火多久，但我会一直听下去,0
"12.55900,1,25,16777215,1620914869,0,ea077277,49163898642235463",太好听了，每天循环,0
"31.94400,1,25,16777215,1620914857,0,43d3f00a,49163892134248451",喜欢,0
"114.32900,1,25,16777215,1620914587,0,aa18aadc,49163750439124995",1197.1打卡,0
"93.29700,1,25,16777215,1620914491,0,6c2d34b,49163699983220739",呼麦绝技,0
"2.10300,1,25,16777215,1620914458,0,59631435,49163682704261125",听完原版再来一遍,0
"86.70100,1,25,16777215,1620914425,0,538c4508,49163665531731973",yyds,0
"23.32500,1,25,16777215,1620914238,0,bcda77e,49163567673376773",yyds！！！,0
"237.96800,1,25,16777215,1620914088,0,3f5b54ca,49163488801062915",明天有太阳,0
"78.97500,1,25,16777215,1620914064,0,88347201,49163476492353541",大悲咒！！梵音,0
"203.62600,1,25,16777215,1620914062,0,c79d4e46,49163475398164485",来得及！来得及！来得及！,0
"76.77800,1,25,16777215,1620914052,0,24fa9c77,49163469902577671",梵音,0
"195.20000,1,25,15138834,1620913875,0,aad1fdf8,49163377395105797",阿絮，我们回家，光，只给自己。,0
"51.49600,1,25,16777215,1620913868,0,3f5b54ca,49163373669515267",起鸡皮疙瘩了,0
"63.08900,1,25,16777215,1620913601,0,6ff41932,49163233571373061",yyds,0
"237.23900,1,25,16777215,1620913551,0,48917a81,49163207298777091",太好听,0
"236.98000,1,25,16777215,1620913463,0,31180f2e,49163161375342597",太好听了！！！！！！,0
"113.20500,1,25,16777215,1620913326,0,88c68852,49163089710415879",榆林学院冲,0
"11.49900,1,25,9599289,1620913232,0,221f7f9e,49163040081838087",好听,0
"130.52700,1,25,16777215,1620913162,0,891eb0f8,49163003599781893",凤凰传奇的海底是治愈,0
"203.80000,1,25,16777215,1620913107,0,26101434,49162974409523207",等一手腾格尔大爷的翻唱 哈哈,0
"168.63400,1,25,16777215,1620913043,0,79081477,49162941118808067",原版是绝望  这版是希望,0
"32.23400,5,25,16646914,1620912898,0,9afecf14,49162865217110023",今天第四遍,0
"140.70700,1,25,16777215,1620912779,0,209bccbc,49162802694193157",内啥，额，牛逼,0
"32.31200,1,25,16777215,1620912652,0,374edf6f,49162736113287173",厉害,0
"105.79900,1,25,16777215,1620912541,0,e1a72a26,49162677857026051",我佛,0
"231.01700,1,25,16777215,1620912474,0,52e6e5d1,49162643017564167",开头见,0
"197.49800,1,25,16777215,1620912408,0,b7fbdddd,49162607905472515",凤凰传奇 YYDS,0
"70.05900,1,25,16707842,1620912372,0,f0dba0df,49162589541761031",普渡众生！！！,0
"21.82500,1,25,16777215,1620912026,0,cd0ddc7b,49162407940456453",这播放量，稳了,0
"139.15600,1,25,16777215,1620911903,0,88347201,49162343381729287",芜湖！！！,0
"38.77900,1,25,16646914,1620911733,0,61c8e7de,49162254163640327",每天10遍   我就不信还有治不好的失恋！！！,0
"48.96000,1,25,16777215,1620911656,0,88347201,49162214094929925",这太好听了,0
"88.99000,1,25,16646914,1620911503,0,61c8e7de,49162133567963141",这一段 每天最少10遍,0
"77.91200,1,25,16777215,1620911500,0,b3752f74,49162131879755779",啊啊啊啊啊啊啊啊,0
"86.38000,1,25,16777215,1620911384,0,722e0f7e,49162071199186949",好好听,0
"83.19000,1,25,16777215,1620911073,0,115d4da5,49161908447084551",绝了,0
"195.95200,1,25,16777215,1620911031,0,93d933a2,49161886244536323",凤凰传奇是一个时代啊,0
"141.89700,1,25,16777215,1620911005,0,8f1193a6,49161872559570949",原唱啥样我已经忘记了,0
"149.57900,1,25,16777215,1620910685,0,ff9899f4,49161704588705795",是真的一束光,0
"29.41900,1,25,16777215,1620910558,0,ff9899f4,49161638236913667",一开口就温暖了,0
"28.78400,1,25,15138834,1620910552,0,a5699f4a,49161635177168899",穿过了云，这句话听得我头皮发麻,0
"199.42000,1,25,16777215,1620910461,0,f08b4af2,49161587451232261",来了,0
"132.01400,1,25,16777215,1620910412,0,41c303d1,49161561512607749",听不够，感觉可以再听亿遍,0
"79.79200,1,25,16777215,1620910342,0,f08b4af2,49161524741668871",nice！！！,0
"51.52200,1,25,16777215,1620910313,0,f08b4af2,49161509937348615",yyds,0
"134.47800,1,25,16777215,1620909916,0,6c8f3be1,49161301542305799",yyds,0
"126.46200,1,25,16777215,1620909907,0,6c8f3be1,49161297178656775",三刷,0
"15.95800,1,25,16777215,1620909641,0,aa7a9ec1,49161157580685317",每天一遍,0
"222.49500,1,25,16777215,1620909406,0,a3ca8793,49161034441162755",明天是个好天气,0
"38.52300,1,25,16777215,1620909302,0,22578645,49160979839713283",有了,0
"14.69600,1,25,16777215,1620909258,0,d629753c,49160956614803461",每日一遍,0
"1.85300,1,25,16777215,1620908763,0,a2259987,49160697369067523",草原悍匪杀到海底了,0
"45.70100,1,25,16777215,1620908739,0,5cba7d7b,49160684810797063",好听,0
"91.27300,1,25,16777215,1620908523,0,f3a04f32,49160571470741509",节目《为歌而赞》,0
"216.50500,1,25,16777215,1620908426,0,ea1d3e36,49160520646787075",你来人间一趟，你要看看太阳,0
"95.15900,1,25,16777215,1620908346,0,ddba5392,49160478657085445",每日一遍,0
"22.45100,1,25,16777215,1620908274,0,ddba5392,49160440537153541",忍不住弹幕,0
"28.84300,1,25,15138834,1620908016,0,70da9a8d,49160305417650183",每天两遍提神醒脑，,0
"72.91300,1,25,16777215,1620907813,0,8cb45a98,49160198901202949",曾毅太帅了,0
"95.29500,1,25,16777215,1620907771,0,76730e60,49160177166319623",高级鼠来宝,0
"175.43500,1,25,16777215,1620907560,0,d3b37a15,49160066355953671",上次来还没破千万，现在就有了，果然是国民天团,0
"97.83100,1,25,16777215,1620907428,0,5ef1f71b,49159997453500423",說唱i了,0
"74.21400,1,25,16777215,1620907412,0,fb8870a,49159989060698117",音乐是有自愈力的，绝绝子,0
"65.52800,1,25,16777215,1620907396,0,5ef1f71b,49159980588728325",前方高能,0
"216.84000,1,25,16777215,1620907373,0,fe7c9bbf,49159968454082565",很棒啊,0
"155.44500,1,25,9033215,1620907321,0,506cc36,49159941224136707",上岸，去大草原！,0
"124.93600,1,25,16777215,1620907288,0,ef05087d,49159923756433415",地上说唱教父,0
"26.53600,1,25,16777215,1620907166,0,5ce8ba3,49159859618709507",再来亿遍,0
"67.65400,1,25,65535,1620906951,0,4a71360d,49159747048308739",前方高能,0
"134.24800,1,25,16777215,1620906891,0,ff5746f1,49159715381837891",太好听了,0
"120.77400,1,25,16777215,1620906877,0,ff5746f1,49159708284551171",yyds,0
"34.98300,1,25,16777215,1620906131,0,6dda98f5,49159317269512197",全体起立,0
"3.58600,1,25,16777215,1620906098,0,6dda98f5,49159300013096967",每日一遍,0
"220.91200,1,25,16777215,1620905805,0,8f66d6ba,49159146214260741",……嗤。谢谢。我不跳了。,0
"136.15200,1,25,16777215,1620905749,0,a276c869,49159117158219779",加油,0
"21.17900,1,25,16777215,1620905182,0,1c36e908,49158819590701063",腾格尔:我能把海劈开,0
"242.10300,1,25,16777215,1620904150,0,46cf248f,49158278802309125",值得,0
"230.07800,1,25,16777215,1620904109,0,4f6debb5,49158256910139395",明天是个好天气,0
"231.99400,5,25,15138834,1620903858,0,30e289d3,49158125506789379",再来一遍！,0
"71.47300,1,25,16777215,1620903543,0,8cb45a98,49157960378613767",太好听了,0
"244.51300,1,25,16777215,1620903025,0,cb9475f,49157689033359365",来得及来得及 我要好好学习,0
"218.92800,1,25,16777215,1620902981,0,cb9475f,49157665963114501",明天是个好天气 破防了！,0
"25.23500,1,25,16777215,1620902720,0,cb9475f,49157528641077255",鬼知道我看了多少遍好好听啊啊啊啊啊啊,0
"236.35900,1,25,16777215,1620902680,0,762aa962,49157507758161925",厉害,0
"212.39500,1,25,16777215,1620902457,0,df81793c,49157391024914437",来得及的！亲爱的！,0
"204.70800,1,25,16777215,1620902450,0,df81793c,49157387092230151",这是救赎！,0
"132.29500,1,25,16777215,1620902366,0,df81793c,49157343412224005",人间值得,0
"235.58700,1,25,16777215,1620902348,0,562cdd35,49157333630582791",好棒,0
"53.89800,1,25,16777215,1620902288,0,df81793c,49157302241984515",要好好活着啊！！！,0
"63.80400,1,25,16777215,1620902287,0,3188daa3,49157301803679747",开口跪,0
"41.52300,1,25,16777215,1620902264,0,3188daa3,49157289744007173",玲花，花姐,0
"24.66000,1,25,16777215,1620902259,0,df81793c,49157286930153477",这个真的好好听！！！,0
"72.61300,1,25,16777215,1620902109,0,b5ca87f4,49157208725782535",好听,0
"72.17500,1,25,16777215,1620901592,0,5ee54c2a,49156937254174787",草原悍匪！！！！,0
"99.86400,1,25,16777215,1620901552,0,4357a916,49156916342423559",我等你哦,0
"92.99100,1,25,16777215,1620899870,0,d8fb76fb,49156034411888645",说真的，起了鸡皮疙瘩。,0
"134.70900,1,25,16777215,1620899465,0,c3e09d7d,49155822505164807",海底捞牛皮,0
"56.55100,1,25,16777215,1620899153,0,cff1218a,49155658939367427",2022考研加油,0
"50.21600,1,25,16777215,1620898817,0,29a00e47,49155482777026565",听了原版，才知道这首翻唱真的够资格封神。​,0
"237.72700,1,25,16777215,1620898596,0,1f0a3489,49155366841745415",这歌绝对春晚水平,0
"20.71000,1,25,16777215,1620898254,0,45f77d4,49155187202850819",听了其他翻唱才知道曾毅多nb,0
"218.74500,5,25,16707842,1620898196,0,443868fb,49155157064679431",明天是个好天气,0
"5.11800,1,25,16777215,1620897956,0,38c25d9,49155031058874373",来了,0
"12.69100,1,25,16777215,1620897946,0,443868fb,49155025955454979",感谢唐恬,0
"83.07800,1,25,16777215,1620897715,0,e2a3d145,49154905042583557",排面,0
"143.43800,1,25,16777215,1620897712,0,6c450187,49154903083843591",水逆退散，尽快满足30人计划~,0
"0.92800,5,25,15138834,1620897641,0,2eb32070,49154866265194499",余音袅袅，不绝如缕。,0
"222.14900,1,25,16777215,1620897426,0,fb5363b6,49154753255964677",不知听了多少遍，好喜欢,0
"129.95500,1,25,16777215,1620897073,0,cdade938,49154568402501639",谢谢凤凰传奇，谢谢你，拯救了无数人，不仅仅是孩子，青年中年每个人活的都不容易，崩溃都在一瞬间，谢谢你拯救了他们，谢谢你拯救了我，功德无量，爱你们,0
"220.67300,1,25,16777215,1620896990,0,95462dfa,49154524684222467",要开心啊，你是某人的星星,0
"194.78100,1,25,16777215,1620896964,0,95462dfa,49154511107260419",上岸，天天开心,0
"39.82900,1,25,16777215,1620896832,0,e5a68001,49154441683664903",开口杀我,0
"67.28100,1,25,16777215,1620896753,0,add5e5a6,49154400535969797",好听好听,0
"57.55100,1,25,16777215,1620896743,0,add5e5a6,49154395440939011",每日一遍,0
"8.15500,1,25,16777215,1620895619,0,51b0a143,49153806101905415",再来一遍,0
"7.01500,1,25,16777215,1620895601,0,51b0a143,49153796322361351",再来忆遍,0
"121.10700,1,25,16777215,1620895366,0,89941c32,49153673513664517",谢谢你们  温暖了我,0
"16.47800,1,25,11890,1620894775,0,eb2c14ab,49153363477528581",：牛,0
"206.27900,4,18,16707842,1620894740,0,8a31b6b8,49153344826507267",凤凰永远传奇,0
"133.01200,1,25,16777215,1620894514,0,ed4ddb72,49153226658807815",段弘毅 加油,0
"128.71100,1,25,16777215,1620894353,0,90e77fcc,49153141908176899",特等奖,0
"22.59600,1,25,16777215,1620894233,0,7fb7e78f,49153079484350469",找到好的工作啊,0
"152.54100,1,25,16707842,1620893947,0,ec5ab476,49152929241759747",求上岸啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,0
"20.19500,1,25,16777215,1620893761,0,ae9a9b78,49152831747784711",每天亿遍,0
"67.93300,1,25,16777215,1620893698,0,fd600efe,49152798779506691",海神低鸣 梵音入耳,0
"7.34800,1,25,16777215,1620893440,0,99de6001,49152663445569541",都快一个月了，另外800位一起观看的朋友你们好吗,0
"21.55300,1,25,16777215,1620892986,0,a7ced938,49152425591832583",重复了一遍又一遍,0
"50.37900,1,25,16777215,1620892759,0,dfefd1e7,49152306606768135",每天一遍,0
"49.20200,1,25,16777215,1620892528,0,55d04098,49152185445908483",不愧是央视厂牌,0
"171.34700,1,25,16777215,1620892204,0,60fd99c7,49152015680929795",哈哈哈，电音菩萨那个你别走！正在感动结果笑蹦了,0
"65.34300,1,25,16777215,1620892098,0,60fd99c7,49151959901929477",要来了来了来了,0
"222.90200,1,25,16777215,1620891770,0,690ac30,49151788173492229",明天是个好天气,0
"3.22000,1,25,16777215,1620891652,0,b2e93742,49151725953613829",每日一遍,0
"29.42000,1,25,16777215,1620891542,0,3a8af751,49151668168687623",凤凰传奇yyds,0
"196.93400,5,25,15138834,1620891210,0,66448b29,49151494282805255",前方核能,0
"196.93400,5,25,15138834,1620891186,0,66448b29,49151481684688899",前方核能,0
"115.07500,1,25,16777215,1620890676,0,f978f72e,49151214563098629",这是希望的声音,0
"79.19100,1,25,16777215,1620890640,0,f978f72e,49151195625291781",听到的希望,0
"24.77800,1,25,16777215,1620890622,0,170f1b12,49151185924915205",可以循环播放一天,0
"22.20400,1,25,16777215,1620890583,0,f978f72e,49151165753982983",一定会上岸,0
"22.83300,1,25,16777215,1620890518,0,addcce23,49151131373273091",爷青回,0
"10.33600,1,25,16777215,1620890505,0,addcce23,49151124953366531",再来亿遍,0
"101.35400,1,25,16777215,1620889981,0,d7e1a21,49150849724186631",凤凰传奇入驻小破站了,0
"141.48400,1,25,16777215,1620889915,0,acaa9fee,49150815622397957",专升本一定会上岸的！加油！,0
"132.53100,1,25,15138834,1620889815,0,ddd38b3a,49150762805624837",姐姐别捂心口，放着我来【狗头】,0
"102.35700,1,25,16777215,1620889445,0,3f2ec12b,49150568709488645",佛音绝绝子,0
"158.03600,1,25,16777215,1620889300,0,acaef424,49150492979757061",为什么声音如此温暖,0
"237.97900,1,25,16777215,1620889259,0,1df9e303,49150471326662661",好听好听,0
"143.55100,1,25,16777215,1620889181,0,f28e1fed,49150430629855235",一定上岸,0
"88.05900,1,25,16777215,1620889106,0,1df9e303,49150390975856643",好听,0
"23.31900,1,25,16777215,1620889038,0,1df9e303,49150355533463559",好听,0
"17.14500,1,25,16777215,1620888580,0,82e1adc6,49150115223437315",每天一遍，坚定信念,0
"21.04000,1,25,16777215,1620888202,0,94c382ab,49149917128032259",太温柔了,0
"199.75800,1,25,16777215,1620888166,0,a78b312c,49149898153525253",来得及宝贝们，一定来得及,0
"159.43100,1,18,16777215,1620888070,0,3d949795,49149848279056391",你听你听,0
"157.21100,1,25,16777215,1620888059,0,3d949795,49149842131255303",你听你听,0
"126.05900,1,25,16777215,1620888010,0,3d949795,49149816758337541",上岸了,0
"100.83900,1,25,16777215,1620887980,0,3d949795,49149800853012483",我毅帝豪横,0
"5.61900,1,25,16777215,1620887846,0,3d949795,49149730419113987",每日亿遍,0
"66.84400,1,25,6830715,1620887581,0,3d949795,49149591597088771",前方高能，请准备膜拜,0
"13.86300,1,25,16777215,1620887242,0,8e90d47b,49149414056394759",恭喜破千万,0
"86.90000,1,25,16777215,1620886613,0,94c382ab,49149084150267907",天作之合,0
"4.17300,1,25,16777215,1620886583,0,9cdc5555,49149068191465479",每日亿遍,0
"151.49900,1,25,16777215,1620886193,0,18a9bc49,49148863742214151",上岸,0
"66.64400,1,25,16777215,1620885284,0,9d5ec563,49148387502063623",前面核能,0
"49.20300,1,25,16777215,1620885197,0,fa0d0972,49148342027944007",鸡皮疙瘩起来了，好好听,0
"18.35900,1,25,16777215,1620885182,0,aa057af,49148334175158275",一定要上岸啊,0
"26.02000,1,25,16777215,1620885148,0,5903a254,49148315979218947",打卡,0
"210.77900,1,25,16777215,1620883937,0,3d949795,49147681141948419",厉容,0
"209.75900,1,25,16777215,1620883909,0,3d949795,49147666533711877",厉害的不知道怎么形容,0
"238.65900,1,25,16777215,1620883839,0,ddbf5865,49147629687275523",明天是个好天气,0
"89.65300,1,25,16777215,1620883795,0,33bd6cef,49147606506405891",牛逼,0
"132.99900,5,25,15138834,1620883591,0,42e2ab6d,49147499642355715",上岸,0
"238.86100,1,25,15138834,1620883560,0,b8cd7d4e,49147483678310403",凤凰传奇yyds,0
"132.44400,1,25,16777215,1620883430,0,d5dfd903,49147415129227269",希望我以后每天都有希望,0
"47.76600,1,25,52480,1620883054,0,362ee3ea,49147218257510403",凤凰传奇值得！,0
"110.91900,1,25,16777215,1620882865,0,882a9993,49147119031812099",教你们什么叫说唱,0
"127.13900,1,25,16777215,1620882860,0,d0e8a6b1,49147116449169415",加油！！！,0
"84.13500,1,25,16777215,1620882659,0,9733f595,49147011270180869",绝了,0
"108.21900,1,25,16777215,1620882632,0,f6d9f6f4,49146997120696327",一下就正能量了,0
